Line;Chinese;Pinyin;Translation;NumberOfWords
916;中国是一个原油丰富的国家;Zhong1 guo2 shi4 yi1 ge4 yuan2 you2 feng1 fu4 de guo2 jia1 ;China is a country rich in crude oil.;12
917;云层的构成方式有好几种;yun2 ceng2 de gou4 cheng2 fang1 shi4 you3 hao3 ji3 zhong4 ;There are several kinds of cloud formations.;11
918;我起床后舒服地伸了个懒腰;wo3 qi3 chuang2 hou4 shu1 fu de shen1 le ge4 lan3 yao1 ;I got out of the bed and had a good stretch.;12
919;我认为他是更合适的人选;wo3 ren4 wei2 ta1 shi4 geng4 he2 shi4 de ren2 xuan3 ;In my estimation, he is a more suitable candidate.;11
920;我们有时候吃大米, 不吃土豆;wo3 men you3 shi2 hou ji2 da4 mi3 bu4 ji2 tu3 dou4! ;We sometimes eat rice instead of potatoes.;14
921;我不知道合同的正确条款;wo3 bu4 zhi1 dao4 he2 tong de zheng4 que4 tiao2 kuan3 ;I don't know the exact terms of the contract.;11
922;牙被拔掉时,他疼得大叫;ya2 bei4 ba2 diao4 shi2 ta1 teng2 de da4 jiao4 ;He bellowed with pain when the tooth was pulled out.;11
923;学生们接受老师的劝告;xue2 sheng men jie1 shou4 lao3 shi1 de quan4 gao4 ;The students take the admonition from their teacher.;10
924;我们在花园里种了许多蔬菜;wo3 men zai4 hua1 yuan2 li3 zhong4 le xu3 duo1 shu1 cai4 ;We've grown many vegetables in our garden.;12
925;她头上带着一块黄色的头巾;ta1 tou shang4 dai4 zhuo2 yi1 kuai4 huang2 se4 de tou2 jin1 ;She wore on her head a yellow kerchief.;12
926;真正的友谊比金钱更宝贵;zhen1 zheng4 de you3 yi4 bi4 jin1 qian2 geng4 bao3 gui4 ;Real friendship is more valuable than money.;11
927;我妹妹每周去一次美容院;wo3 mei4 mei mei3 zhou1 qu4 yi1 ci4 mei3 rong2 yuan4 ;My sister goes to a beauty parlor once a week.;11
928;我姐姐和我都喜欢穿牛仔裤;wo3 jie3 jie huo4 wo3 dou1 xi3 huan chuan1 niu2 zai3 ku4 ;Both my sister and I like to wear jeans.;12
929;两块田之间有一条树木带;liang3 kuai4 tian2 zhi1 jian1 you3 yi1 tiao2 shu4 mu4 dai4 ;A belt of trees grew between the two fields.;11
930;如果你努力工作,你就会成功;ru2 guo3 ni3 nu3 li4 gong1 zuo4 ni3 jiu4 kuai4 cheng2 gong1 ;If you work hard you will succeed.;13
931;她在一年后才把孩子的奶断掉;ta1 zai4 yi1 nian2 hou4 cai2 ba3 hai2 zi de nai3 duan4 diao4 ;She had her baby weaned a year later.;13
932;他想在餐具室里找到一些酒;ta1 xiang3 zai4 can1 ju4 shi4 li3 zhao3 dao4 yi1 xie1 jiu3 ;He wanted to find some wine in the pantry.;12
933;他把硬币倒过来,仔细检查;ta1 ba3 ying4 bi4 dao4 guo4 lai zi3 xi4 jian3 cha2 ;He reversed the coin and examined it carefully.;12
934;电话在底楼的小书房里;dian4 hua4 zai4 di3 lou2 de xiao3 shu1 fang2 li3 ;The telephone was in the little study on the ground floor.;10
935;我迫不及待地想听到这个消息;wo3 po4 bu4 ji2 dai4 de xiang3 ting1 dao4 zhe4 ge4 xiao1 xi ;I can hardly wait to hear the news.;13
936;他们在沙漠中迷路而渴死了;ta1 men zai4 sha1 mo4 zhong4 mi2 lu4 er2 ke3 si3 le! ;They lost their way in the desert and died of thirst.;12
937;所有乘客都必须出示车票;suo3 you3 cheng2 ke4 dou1 bi4 xu1 chu1 shi4 ju1 piao4 ;All passengers are required to show their tickets.;11
938;我们的木头沙发似乎不太舒服;wo3 men de mu4 tou sha1 fa1 si4 hu bu4 tai4 shu1 fu ;Our wooden sofa seems not very comfortable.;13
939;我走到临湖而开的那扇门前;wo3 zou3 dao4 lin2 hu2 er2 kai1 de na4 shan4 men2 qian2 ;I reached the gate that opened onto the lake.;12
940;海外贸易成为主要的项目;hai3 wai4 mao4 yi4 cheng2 wei2 zhu3 yao4 de xiang4 mu4 ;The overseas trade has become the main project.;11
941;他有一些很奇怪的政治信念;ta1 you3 yi1 xie1 hen3 qi2 guai4 de zheng4 zhi4 xin4 nian4 ;He has some pretty strange political ideas.;12
942;他掌握会议可真有一套;ta1 zhang3 wo4 hui4 yi4 ke3 zhen1 you3 yi1 tao4! ;His handling of the meeting was quite a virtuoso performance.;10
943;那辆火车三点钟准时到达;na4 liang4 huo3 che1 san1 dian3 zhong1 zhun3 shi2 dao4 da2 ;The train arrived on the dot of three o'clock.;11
944;外科医生问他是否感到紧张;wai4 ke1 yi1 sheng1 wen4 ta1 shi4 fou3 gan3 dao4 jin3 zhang1 ;The surgeon asked him if he felt nervous.;12
945;这两个国家已经断绝关系;zhe4 liang3 ge4 guo2 jia1 yi3 jing1 duan4 jue2 guan1 xi ;The two countries have severed their relations.;11
946;那是历史上最严重的空难;na4 shi4 li4 shi3 shang4 zui4 yan2 zhong4 de kong1 nan4 ;That was the worst airline disaster in history.;11
947;受惊的孩子们呼喊著找妈妈;shou4 jing1 de hai2 zi men hu1 han著3 zhao3 ma1 ma ;Frightened children were calling for their mothers.;12
948;我奶奶对外国人抱有偏见;wo3 nai3 nai dui4 wai4 guo2 ren2 bao4 you3 pian1 jian4 ;My grandmother has a complex against foreigners.;11
949;我们的主要问题就是缺少时间;wo3 men de zhu3 yao4 wen4 ti2 jiu4 shi4 que1 shao3 shi2 jian1 ;Our principal problem is lack of time.;13
950;工人在墙上固定了一个支架;gong1 ren2 zai4 qiang2 shang4 gu4 ding4 le yi1 ge4 zhi1 jia4 ;The worker fixed a bracket on the wall.;12
951;不系保险带开车就太傻了;bu4 xi4 bao3 xian3 dai4 kai1 che1 jiu4 tai4 sha3 le ;It's silly to drive without fastening one's seat belt.;11
952;起风了, 雨点忽然落下来;qi3 feng1 le yu3 dian3 hu1 ran2 luo4 xia4 lai2 ;A wind arose, and rain drops began falling all at once.;12
953;他时常提出一些奇怪的问题;ta1 shi2 chang2 ti2 chu1 yi1 xie1 qi2 guai4 de wen4 ti2 ;He raises some strange questions now and again.;12
954;我累了就无法集中精力工作;wo3 lei4 le jiu4 wu2 fa3 ji2 zhong1 jing1 li4 gong1 zuo4 ;I can't concentrate on my work when I'm tired.;12
955;地址如有变动,请通知我们;di4 zhi3 ru2 you3 bian4 dong4 qing3 tong1 zhi1 wo3 men ;Please notify us of any change of address.;12
956;客机在两万英尺的高度飞行;ke4 ji1 zai4 liang3 wan4 ying1 chi3 de gao1 du4 fei1 xing2 ;The airliner flew at an altitude of 20000ft.;12
957;他们使用紫外线灯杀死害虫;ta1 men shi3 yong4 zi3 wai4 xian4 deng1 sha1 si3 hai4 chong2 ;They use ultraviolet lamp to kill pests.;12
958;一再的拖延打乱了全部安排;yi1 zai4 de tuo1 yan2 da3 luan4 le quan2 bu4 an1 pai2 ;The delays put the whole schedule out of joint.;12
959;已安排好一个戏剧晚会;yi3 an1 pai2 hao4 yi1 ge4 xi4 ju4 wan3 hui4! ;A theatre evening (i.e. an evening at the theatre) has been arranged.;10
960;先读课文,然后解释生词;xian1 du2 ke4 wen2 ran2 hou4 jie3 shi4 sheng1 ci2 ;Read the text first and then explain the new words.;11
961;我们可以把动物分成很多种类;wo3 men ke3 yi3 ba3 dong4 wu4 fen4 cheng2 hen3 duo1 zhong3 lei4 ;We can group animals into many types.;13
962;别胡闹了,过来给我帮个忙;bie4 hu2 nao4 le guo4 lai ji3 wo3 bang1 ge4 mang2 ;Stop fucking around and come and give me a hand.;12
963;他的火车头模型缺了一个零件;ta1 de huo3 che1 tou2 mo2 xing2 que1 le yi1 ge4 ling2 jian4! ;He lost one of the pieces of his model engine.;13
964;他每次度假都会带他的狗去;ta1 mei3 ci4 du4 jia4 du1 hui4 dai4 ta1 de gou3 qu4 ;He never goes on a vacation but he takes his pet dog.;12
965;他尽管有病,还是可以上课;ta1 jin3 guan3 you3 bing4 hai2 shi4 ke3 yi3 shang4 ke4 ;He is not so sick but he can attend a class.;12
966;这块油布是用来铺桌子的;zhe4 kuai4 you2 bu4 shi4 yong4 lai2 pu4 zhuo1 zi de ;The piece of oilcloth is used as a covering for a table.;11
967;请寄给我一张收到此款的收据;qing3 ji4 ji3 wo3 yi1 zhang1 shou1 dao4 ci3 kuan3 de shou1 ju4 ;Please send me a receipt for the money.;13
968;我得到一台电脑作生日礼物;wo3 de2 dao4 yi1 tai2 dian4 nao3 zuo4 sheng1 ri4 li3 wu4 ;I'm getting a new computer for birthday present.;12
969;椅子被倒置过来放在了桌子上;yi3 zi bei4 dao3 zhi4 guo4 lai fang4 zai4 le zhuo1 zi shang4 ;The chairs were inverted on the table.;13
970;我不完全理解他离开的理由;wo3 bu4 wan2 quan2 li3 jie3 ta1 li2 kai1 de li3 you2 ;I don't fully understand his reasons for leaving.;12
971;他们计划组织一次科学考察;ta1 men ji4 hua4 zu3 zhi1 yi1 ci4 ke1 xue2 kao3 cha2 ;They planned to organize a scientific expedition.;12
972;车站到我家只有几步路的路程;che1 zhan4 dao4 wo3 jia1 zhi3 you3 ji3 bu4 lu4 de lu4 cheng2 ;The station is a short walk from my house;13
973;这个工厂经常原料不足;zhe4 ge4 gong1 chang3 jing1 chang2 yuan2 liao4 bu4 zu2 ;The factory is in frequent scarcity of raw materials.;10
974;如有冒犯之处,请多多原谅;ru2 you3 mao4 fan4 zhi1 chu4 qing3 duo1 duo1 yuan2 liang4 ;If I have offended you, I ask your pardon.;12
975;他刚刚到达就不得不又离开;ta1 gang1 gang dao4 da2 jiu4 bu4 de2 bu4 you4 li2 kai1 ;Scarcely had he arrived when he had to leave again.;12
976;你知道我多么讨厌打字和速记;ni3 zhi1 dao4 wo3 duo1 me tao3 yan4 da3 zi4 huo4 su4 ji4 ;You know how I loathe typing and shorthand.;13
977;这段文字可以有不同的解释;zhe4 duan4 wen2 zi4 ke3 yi3 you3 bu4 tong2 de jie3 shi4 ;This passage may be given several interpretations.;12
978;这种新药还没有投放市场;zhe4 zhong3 xin1 yao4 huan2 mei2 you3 tou2 fang4 shi4 chang3 ;This new drug is not yet commercially available.;11
979;游泳后,她用毛巾擦干身子;you2 yong3 hou4 ta1 yong4 mao2 jin1 ca1 gan4 shen1 zi ;After her swim she dried herself with a towel.;12
980;国王拒绝评论选举的结果;guo2 wang2 ju4 jue2 ping2 lun4 xuan3 ju3 de jie2 guo3 ;The king refuses to comment on the election results.;11
981;他的讲话赢得了听众的掌声;ta1 de jiang3 hua4 ying2 de2 le ting1 zhong4 de zhang3 sheng1 ;His speech won the applause of the audience.;12
982;任何值得做的事就值得做好;ren4 he2 zhi2 de zuo4 de shi4 jiu4 zhi2 de zuo4 hao4 ;Whatever is worth doing at all is worth doing well.;12
983;马感觉到了危险,于是停了下来;ma3 gan3 jue2 dao4 le wei1 xian3 yu2 shi4 ting2 le xia lai ;The horse sensed danger and stopped.;14
984;这是一个非常普通的女孩名字;zhe4 shi4 yi1 ge4 fei1 chang2 pu3 tong1 de nu:3 hai2 ming2 zi ;This is a very popular name for a girl.;13
985;我们在这个问题上是团结一致的;wo3 men zai4 zhe4 ge4 wen4 ti2 shang4 shi4 tuan2 jie2 yi1 zhi4 de! ;We are solidly united on this issue.;14
986;他的左胳膊在一次事故中受伤了;ta1 de zuo3 ge1 bo zai4 yi1 ci4 shi4 gu4 zhong4 shou4 shang1 le ;His left arm was hurt in an accident.;14
987;她不肯帮忙,事情就更难办了;ta1 bu4 ken3 bang1 mang2 shi4 qing jiu4 geng4 nan4 ban4 le ;Her refusal to help complicates matters.;13
988;儿童的鞋并不便宜--反而更贵;er2 tong2 de xie2 bing4 bu4 pian2 yi-- fan3 er2 geng4 gui4! ;Children's shoes aren't cheap quite the reverse.;14
989;我将对后果承担全部责任;wo3 jiang4 dui4 hou4 guo3 cheng2 dan1 quan2 bu4 ze2 ren4 ;I'll bear full responsibility for the consequences.;11
990;这所大学有许多外国教授;zhe4 suo3 da4 xue2 you3 xu3 duo1 wai4 guo2 jiao4 shou4 ;There are many foreign professors in this university.;11
991;宴会的准备工作现在都已就绪;yan4 hui4 de zhun3 bei4 gong1 zuo4 xian4 zai4 dou1 yi3 jiu4 xu4 ;Everything is ready now for the party.;13
992;通过这条很滑的路并不容易;tong1 guo4 zhe4 tiao2 hen3 hua2 de lu4 bing4 bu4 rong2 yi4 ;Negotiation of the slippery road was not easy.;12
993;学生们都被他的思想吸引住了;xue2 sheng men dou1 bei4 ta1 de si1 xiang3 xi1 yin3 zhu4 le ;The students were fascinated by his ideas.;13
994;这些冷冻食品是最为方便;zhe4 xie leng3 dong4 shi2 pin3 shi4 zui4 wei2 fang1 bian4 ;These frozen foods are the most convenient of all.;11
995;我们明天早晨进行一个小测验;wo3 men ming2 tian1 zao3 chen2 jin4 xing2 yi1 ge4 xiao3 ce4 yan4 ;We will have a quiz tomorrow morning.;13
996;鸡骨头上还可能有点肉呢;ji1 gu2 tou shang4 huan2 ke3 neng2 you3 dian3 rou4 ne ;You might find a bit of meat left on the chicken carcass.;11
997;我的围裙太脏了,我不得不洗它;wo3 de wei2 qun2 tai4 zang4 le wo3 bu4 de2 bu4 xi3 ta1 ;My apron is so dirty that I have to wash it.;14
998;打开窗户,让新鲜的空气进来;da3 kai1 chuang1 hu rang4 xin1 xian1 de kong1 qi4 jin4 lai2 ;Open the window and let in some fresh air.;13
999;一般人都相信努力是值得的;yi1 ban1 ren2 dou1 xiang1 xin4 nu3 li4 shi4 zhi2 de de ;It is generally believed that it pays to work hard.;12
1000;他们站在那,互相怒视着对方;ta1 men zhan4 zai4 na4 hu4 xiang1 nu4 shi4 zhuo2 dui4 fang1 ;They stood there, glaring at each other.;13
1001;这张地图上的红线代表铁路;zhe4 zhang1 di4 tu2 shang4 de hong2 xian4 dai4 biao3 tie3 lu4 ;The red lines on the map represent railways.;12
1002;你说话太不礼貌了,我已受够了;ni3 shuo1 hua4 tai4 bu4 li3 mao4 le wo3 yi3 shou4 gou4 le ;I've had enough of your impertinent words.;14
1003;黄昏时分她常常坐在花园里;huang2 hun1 shi2 fen4 ta1 chang2 chang2 zuo4 zai4 hua1 yuan2 li3 ;She often sits in the garden at twilight.;12
1004;他们估计参观者人数为1000万;ta1 men gu1 ji4 can1 guan1 zhe3 ren2 shu4 we4i0001 wan4 ;They estimated the number of visitors at 10 million.;15
1005;微笑常常表示高兴和友善;wei1 xiao4 chang2 chang2 biao3 shi4 gao1 xing4 huo4 you3 shan4 ;A smile often denotes pleasure and friendship.;11
1006;请派一辆出租汽车到国际饭店;qing3 pai4 yi1 liang4 chu1 zu1 qi4 che1 dao4 guo2 ji4 fan4 dian4 ;Please send a taxi to Park Hotel.;13
1007;由于肥胖, 大夫叫我停止吃肉;you2 yu2 fei2 pan2 dai4 fu jiao4 wo3 ting2 zhi3 ji2 rou4 ;The doctor told me to cut out meat for my fat.;14
1008;他的言行就好像没有常识似的;ta1 de yan2 xing4 jiu4 hao3 xiang4 mei2 you3 chang2 shi2 si4 de ;He behaves as if he had no common sense.;13
1009;他在抬沉重的家具时扭伤了腰;ta1 zai4 tai2 chen2 zhong4 de jia1 ju4 shi2 niu3 shang1 le yao1 ;He did his back in lifting heavy furniture.;13
1010;我们决定把婚礼推迟到明年;wo3 men jue2 ding4 ba3 hun1 li3 tui1 chi2 dao4 ming2 nian2 ;We decided to delay our wedding until next year.;12
1011;我们会尽力来达到世界水平;wo3 men kuai4 jin4 li4 lai2 da2 dao4 shi4 jie4 shui3 ping2 ;We'll do all we can to catch up the world level.;12
1012;她穿了一件带有精致花边的裙子;ta1 chuan1 le yi1 jian4 dai4 you3 jing1 zhi4 hua1 bian1 de qun2 zi ;She wears a dress with delicate lace.;14
1013;本市每年举行一次夏季音乐节;ben3 shi4 mei3 nian2 ju3 xing2 yi1 ci4 xia4 ji4 yin1 yue4 jie2 ;This city has a music festival every summer.;13
1014;我不相信他会如约前来访问;wo3 bu4 xiang1 xin4 ta1 kuai4 ru2 yue1 qian2 lai2 fang3 wen4 ;I don't trust his promise to come for a visit.;12
1015;昨夜温度计显示气温下降到零度;zuo2 ye4 wen1 du4 ji4 xian3 shi4 qi4 wen1 xia4 jiang4 dao4 ling2 du4! ;The thermometer fell to zero last night.;14
1016;他在战争中的英勇人所共见;ta1 zai4 zhan4 zheng1 zhong4 di4 ying1 yong3 ren2 suo3 gong4 xian4 ;His valor in the war was seen by everybody.;12
1017;主席的讲话将向全国广播;zhu3 xi2 de jiang3 hua4 jiang4 xiang4 quan2 guo2 guang3 bo1 ;The chairman's speech will be broadcast nationwide.;11
1018;小男孩的手指让墨水给染脏了;xiao3 nan2 hai2 de shou3 zhi3 rang4 mo4 shui3 ji3 ran3 zang4 le ;The little boy stained his fingers with ink.;13
1019;他用一则有趣的笑话结束了演讲;ta1 yong4 yi1 ze2 you3 qu4 de xiao4 hua4 jie2 shu4 le yan3 jiang3 ;He closed his speech with a funny joke.;14
1020;我父亲辛苦地工作为了养家;wo3 fu4 qin1 xin1 ku3 de gong1 zuo4 wei4 le yang3 jia1 ;My father works hard in order that he may support us.;12
1021;群众纷纷向演讲人扔臭鸡蛋;qun2 zhong4 fen1 fen1 xiang4 yan3 jiang3 ren2 reng1 xiu4 ji1 dan4 ;The crowds pelted bad eggs at the speaker.;12
1022;他问马车夫以前是否去过那里;ta1 wen4 ma3 che1 fu1 yi3 qian2 shi4 fou3 qu4 guo4 na4 li ;He asked the carter if he had been there before.;13
1023;老师给小学生布置了假期作业;lao3 shi1 ji3 xiao3 xue2 sheng1 bu4 zhi4 le jia4 qi1 zuo4 ye4 ;The teacher gave the children holiday tasks.;13
1024;他花了半个小时做完这项工作;ta1 hua1 le ban4 ge4 xiao3 shi2 zuo4 wan2 zhe4 xiang4 gong1 zuo4 ;It took him half an hour to finish the work.;13
1025;他对著镜子看领带是否系正;ta1 dui著4 jing4 zi kan4 ling3 dai4 shi4 fou3 xi4 zheng4! ;He looked in the glass to check that his tie was straight.;12
1026;如果我赶不上火车,那也没关系;ru2 guo3 wo3 gan3 bu4 shang4 huo3 che1 na4 ye3 mo4 guan1 xi ;It doesn't matter if I miss my train.;14
1027;孩子睡觉时,不要练习打鼓;hai2 zi shui4 jiao4 shi2 bu4 yao4 lian4 xi2 da3 gu3 ;You mustn't practice drums while the baby is sleeping.;12
1028;这个组织支持社会主义哲学;zhe4 ge4 zu3 zhi1 zhi1 chi2 she4 hui4 zhu3 yi4 zhe2 xue2 ;This organization espouses the socialist philosophy.;12
1029;听说你的猫死了,我觉得很难过;ting1 shuo1 ni3 de mao1 si3 le wo3 jue2 de hen3 nan2 guo4 ;I was sorry to hear that your cat had died.;14
1030;他轻而易举地完成了这项工作;ta1 qing1 er2 yi4 ju3 de wan2 cheng2 le zhe4 xiang4 gong1 zuo4 ;He finished the work without any difficulty.;13
1031;尽管他帮助过我,可是我还是恨他;jin3 guan3 ta1 bang1 zhu4 guo4 wo3 ke3 shi4 wo3 hai2 shi4 hen4 ta1 ;I hate him albeit he helped me.;15
1032;她把杯子小心地放在架子边;ta1 ba3 bei1 zi xiao3 xin1 de fang4 zai4 jia4 zi bian1 ;She carefully positioned the cup on the edge of the shelf.;12
1033;她在医院里接受了全面检查;ta1 zai4 yi1 yuan4 li3 jie1 shou4 le quan2 mian4 jian3 cha2 ;She underwent a thorough examination at the hospital.;12
1034;他把一盒食品从汽车上拿进来;ta1 ba3 yi1 he2 shi2 pin3 zong4 qi4 che1 shang4 na2 jin4 lai2 ;He brought the box of groceries in from the car.;13
1035;他站在门口, 堵住通向大厅的路;ta1 zhan4 zai4 men2 kou3 du3 zhu4 tong1 xiang4 da4 ting1 de lu4! ;He stood framed in the doorway to the hall.;15
1036;本次会议将就这些问题作出处理;ben3 ci4 hui4 yi4 jiang1 jiu zhe4 xie wen4 ti2 zuo4 chu1 chu3 li3 ;The meeting will deal with these problems.;14
1037;我在这家商店里买了一品脱牛奶;wo3 zai4 zhe4 jia1 shang1 dian4 li3 mai3 le yi1 pin3 tuo1 niu2 nai3 ;I bought a pint of milk in the store.;14
1038;她在大学期间主修数学和物理;ta1 zai4 da4 xue2 qi1 jian1 zhu3 xiu1 shu4 xue2 huo4 wu4 li3 ;She majored in math and physics at university.;13
1039;他学习日语的兴趣逐渐消失了;ta1 xue2 xi2 ri4 yu3 de xing4 qu zhu2 jian4 xiao1 shi1 le ;His interest in learning Japanese has petered out.;13
1040;我希望明年某一时候再见到你;wo3 xi1 wang4 ming2 nian2 mou3 yi1 shi2 hou4 zai4 jian4 dao4 ni3 ;I hope to see you again sometime next year.;13
1041;他主持修建这座桥的建筑工程;ta1 zhu3 chi2 xiu1 jian4 zhe4 zuo4 qiao2 de jian4 zhu4 gong1 cheng2 ;He directed the building of the new bridge.;13
1042;这药保证能让你好好睡一觉;zhe4 yao4 bao3 zheng4 neng2 rang4 ni3 hao3 hao3 shui4 yi1 jue2 ;This medicine will ensure you a good night's sleep.;12
1043;不用说,夏日的傍晚是多么美;bu4 yong4 shuo1 xia4 ri4 de bang4 wan3 shi4 duo1 me mei3 ;Needs not say how lovely are the summer evenings.;13
